Dimension,Modalites,Indicateurs,Chapitre_annuaire,Année,Valeurs
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 65 - 69 ans / Masculin,Effectif de la population,,2018,485.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 65 - 69 ans / Féminin,Effectif de la population,,2018,801.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 65 - 69 ans / Total,Effectif de la population,,2018,1286.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 70 - 74 ans / Masculin,Effectif de la population,,2018,391.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 70 - 74 ans / Féminin,Effectif de la population,,2018,519.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 70 - 74 ans / Total,Effectif de la population,,2018,910.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 75 - 79 ans / Masculin,Effectif de la population,,2018,220.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 75 - 79 ans / Féminin,Effectif de la population,,2018,377.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 75 - 79 ans / Total,Effectif de la population,,2018,597.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 80 - 84 ans / Masculin,Effectif de la population,,2018,168.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 80 - 84 ans / Féminin,Effectif de la population,,2018,182.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 80 - 84 ans / Total,Effectif de la population,,2018,350.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 85 - 89 ans / Masculin,Effectif de la population,,2018,38.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 85 - 89 ans / Féminin,Effectif de la population,,2018,81.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 85 - 89 ans / Total,Effectif de la population,,2018,119.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 90 - 94 ans / Masculin,Effectif de la population,,2018,25.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 90 - 94 ans / Féminin,Effectif de la population,,2018,40.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 90 - 94 ans / Total,Effectif de la population,,2018,65.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 95 ans et plus / Masculin,Effectif de la population,,2018,68.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 95 ans et plus / Féminin,Effectif de la population,,2018,47.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / 95 ans et plus / Total,Effectif de la population,,2018,115.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / Total_Groupe_Âges / Masculin,Effectif de la population,,2018,43940.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / Total_Groupe_Âges / Féminin,Effectif de la population,,2018,42083.0
Sous-préfecture / Groupe d'âges / Sexe,Daoukro / Total_Groupe_Âges / Total,Effectif de la population,,2018,86023.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 0 - 4 ans / Féminin,Effectif de la population,,2018,1602.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 0 - 4 ans / Total,Effectif de la population,,2018,3330.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 5 - 9 ans / Masculin,Effectif de la population,,2018,1589.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 5 - 9 ans / Féminin,Effectif de la population,,2018,1398.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 5 - 9 ans / Total,Effectif de la population,,2018,2987.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 10 - 14 ans / Masculin,Effectif de la population,,2018,1401.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 10 - 14 ans / Féminin,Effectif de la population,,2018,1077.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 10 - 14 ans / Total,Effectif de la population,,2018,2478.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 15 - 19 ans / Masculin,Effectif de la population,,2018,797.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 15 - 19 ans / Féminin,Effectif de la population,,2018,677.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 15 - 19 ans / Total,Effectif de la population,,2018,1474.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 20 - 24 ans / Masculin,Effectif de la population,,2018,785.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 20 - 24 ans / Féminin,Effectif de la population,,2018,707.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 20 - 24 ans / Total,Effectif de la population,,2018,1492.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 25 - 29 ans / Masculin,Effectif de la population,,2018,751.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 25 - 29 ans / Féminin,Effectif de la population,,2018,698.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 25 - 29 ans / Total,Effectif de la population,,2018,1449.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 30 - 34 ans / Masculin,Effectif de la population,,2018,752.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 30 - 34 ans / Féminin,Effectif de la population,,2018,689.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 30 - 34 ans / Total,Effectif de la population,,2018,1441.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 35 - 39 ans / Masculin,Effectif de la population,,2018,659.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 35 - 39 ans / Féminin,Effectif de la population,,2018,443.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 35 - 39 ans / Total,Effectif de la population,,2018,1102.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 40 - 44 ans / Masculin,Effectif de la population,,2018,508.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 40 - 44 ans / Féminin,Effectif de la population,,2018,378.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 40 - 44 ans / Total,Effectif de la population,,2018,886.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 45 - 49 ans / Masculin,Effectif de la population,,2018,392.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 45 - 49 ans / Féminin,Effectif de la population,,2018,335.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 45 - 49 ans / Total,Effectif de la population,,2018,727.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 50  - 54 ans / Masculin,Effectif de la population,,2018,292.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 50  - 54 ans / Féminin,Effectif de la population,,2018,307.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 50  - 54 ans / Total,Effectif de la population,,2018,599.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 55 - 59 ans / Masculin,Effectif de la population,,2018,228.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 55 - 59 ans / Féminin,Effectif de la population,,2018,156.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 55 - 59 ans / Total,Effectif de la population,,2018,384.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 60 - 64 ans / Masculin,Effectif de la population,,2018,170.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 60 - 64 ans / Féminin,Effectif de la population,,2018,173.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 60 - 64 ans / Total,Effectif de la population,,2018,343.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 65 - 69 ans / Masculin,Effectif de la population,,2018,113.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 65 - 69 ans / Féminin,Effectif de la population,,2018,130.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 65 - 69 ans / Total,Effectif de la population,,2018,243.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 70 - 74 ans / Masculin,Effectif de la population,,2018,96.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 70 - 74 ans / Féminin,Effectif de la population,,2018,102.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 70 - 74 ans / Total,Effectif de la population,,2018,198.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 75 - 79 ans / Masculin,Effectif de la population,,2018,90.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 75 - 79 ans / Féminin,Effectif de la population,,2018,58.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 75 - 79 ans / Total,Effectif de la population,,2018,148.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 80 - 84 ans / Masculin,Effectif de la population,,2018,51.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 80 - 84 ans / Féminin,Effectif de la population,,2018,30.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 80 - 84 ans / Total,Effectif de la population,,2018,81.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 85 - 89 ans / Masculin,Effectif de la population,,2018,11.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 85 - 89 ans / Féminin,Effectif de la population,,2018,4.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 85 - 89 ans / Total,Effectif de la population,,2018,15.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 90 - 94 ans / Masculin,Effectif de la population,,2018,8.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 90 - 94 ans / Féminin,Effectif de la population,,2018,6.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 90 - 94 ans / Total,Effectif de la population,,2018,14.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 95 ans et plus / Masculin,Effectif de la population,,2018,4.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 95 ans et plus / Féminin,Effectif de la population,,2018,4.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / 95 ans et plus / Total,Effectif de la population,,2018,8.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / Total_Groupe_Âges / Masculin,Effectif de la population,,2018,10425.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / Total_Groupe_Âges / Féminin,Effectif de la population,,2018,8974.0
Sous-préfecture / Groupe d'âges / Sexe,Ettrokro / Total_Groupe_Âges / Total,Effectif de la population,,2018,19399.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 0 - 4 ans / Masculin,Effectif de la population,,2018,1390.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 0 - 4 ans / Féminin,Effectif de la population,,2018,1334.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 0 - 4 ans / Total,Effectif de la population,,2018,2724.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 5 - 9 ans / Masculin,Effectif de la population,,2018,1278.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 5 - 9 ans / Féminin,Effectif de la population,,2018,1162.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 5 - 9 ans / Total,Effectif de la population,,2018,2440.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 10 - 14 ans / Masculin,Effectif de la population,,2018,1127.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 10 - 14 ans / Féminin,Effectif de la population,,2018,895.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 10 - 14 ans / Total,Effectif de la population,,2018,2022.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 15 - 19 ans / Masculin,Effectif de la population,,2018,641.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 15 - 19 ans / Féminin,Effectif de la population,,2018,563.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 15 - 19 ans / Total,Effectif de la population,,2018,1204.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 20 - 24 ans / Masculin,Effectif de la population,,2018,633.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 20 - 24 ans / Féminin,Effectif de la population,,2018,590.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 20 - 24 ans / Total,Effectif de la population,,2018,1223.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 25 - 29 ans / Masculin,Effectif de la population,,2018,603.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 25 - 29 ans / Féminin,Effectif de la population,,2018,580.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 25 - 29 ans / Total,Effectif de la population,,2018,1183.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 30 - 34 ans / Masculin,Effectif de la population,,2018,605.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 30 - 34 ans / Féminin,Effectif de la population,,2018,572.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 30 - 34 ans / Total,Effectif de la population,,2018,1177.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 35 - 39 ans / Masculin,Effectif de la population,,2018,530.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 35 - 39 ans / Féminin,Effectif de la population,,2018,368.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 35 - 39 ans / Total,Effectif de la population,,2018,898.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 40 - 44 ans / Masculin,Effectif de la population,,2018,410.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 40 - 44 ans / Féminin,Effectif de la population,,2018,316.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 40 - 44 ans / Total,Effectif de la population,,2018,726.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 45 - 49 ans / Masculin,Effectif de la population,,2018,316.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 45 - 49 ans / Féminin,Effectif de la population,,2018,279.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 45 - 49 ans / Total,Effectif de la population,,2018,595.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 50  - 54 ans / Masculin,Effectif de la population,,2018,235.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 50  - 54 ans / Féminin,Effectif de la population,,2018,255.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 50  - 54 ans / Total,Effectif de la population,,2018,490.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 55 - 59 ans / Masculin,Effectif de la population,,2018,183.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 55 - 59 ans / Féminin,Effectif de la population,,2018,128.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 55 - 59 ans / Total,Effectif de la population,,2018,311.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 60 - 64 ans / Masculin,Effectif de la population,,2018,137.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 60 - 64 ans / Féminin,Effectif de la population,,2018,144.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 60 - 64 ans / Total,Effectif de la population,,2018,281.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 65 - 69 ans / Masculin,Effectif de la population,,2018,91.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 65 - 69 ans / Féminin,Effectif de la population,,2018,109.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 65 - 69 ans / Total,Effectif de la population,,2018,200.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 70 - 74 ans / Masculin,Effectif de la population,,2018,77.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 70 - 74 ans / Féminin,Effectif de la population,,2018,86.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 70 - 74 ans / Total,Effectif de la population,,2018,163.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 75 - 79 ans / Masculin,Effectif de la population,,2018,72.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 75 - 79 ans / Féminin,Effectif de la population,,2018,49.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 75 - 79 ans / Total,Effectif de la population,,2018,121.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 80 - 84 ans / Masculin,Effectif de la population,,2018,42.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 80 - 84 ans / Féminin,Effectif de la population,,2018,24.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 80 - 84 ans / Total,Effectif de la population,,2018,66.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 85 - 89 ans / Masculin,Effectif de la population,,2018,10.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 85 - 89 ans / Féminin,Effectif de la population,,2018,4.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 85 - 89 ans / Total,Effectif de la population,,2018,14.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 90 - 94 ans / Masculin,Effectif de la population,,2018,7.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 90 - 94 ans / Féminin,Effectif de la population,,2018,5.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 90 - 94 ans / Total,Effectif de la population,,2018,12.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 95 ans et plus / Masculin,Effectif de la population,,2018,3.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 95 ans et plus / Féminin,Effectif de la population,,2018,3.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / 95 ans et plus / Total,Effectif de la population,,2018,6.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / Total_Groupe_Âges / Masculin,Effectif de la population,,2018,8390.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / Total_Groupe_Âges / Féminin,Effectif de la population,,2018,7466.0
Sous-préfecture / Groupe d'âges / Sexe,N'Gattakro / Total_Groupe_Âges / Total,Effectif de la population,,2018,15856.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 0 - 4 ans / Masculin,Effectif de la population,,2018,1040.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 0 - 4 ans / Féminin,Effectif de la population,,2018,949.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 0 - 4 ans / Total,Effectif de la population,,2018,1989.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 5 - 9 ans / Masculin,Effectif de la population,,2018,991.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 5 - 9 ans / Féminin,Effectif de la population,,2018,927.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 5 - 9 ans / Total,Effectif de la population,,2018,1918.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 10 - 14 ans / Masculin,Effectif de la population,,2018,780.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 10 - 14 ans / Féminin,Effectif de la population,,2018,653.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 10 - 14 ans / Total,Effectif de la population,,2018,1433.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 15 - 19 ans / Masculin,Effectif de la population,,2018,544.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 15 - 19 ans / Féminin,Effectif de la population,,2018,437.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 15 - 19 ans / Total,Effectif de la population,,2018,981.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 20 - 24 ans / Masculin,Effectif de la population,,2018,516.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 20 - 24 ans / Féminin,Effectif de la population,,2018,466.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 20 - 24 ans / Total,Effectif de la population,,2018,982.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 25 - 29 ans / Masculin,Effectif de la population,,2018,507.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 25 - 29 ans / Féminin,Effectif de la population,,2018,383.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 25 - 29 ans / Total,Effectif de la population,,2018,890.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 30 - 34 ans / Masculin,Effectif de la population,,2018,445.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 30 - 34 ans / Féminin,Effectif de la population,,2018,373.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 30 - 34 ans / Total,Effectif de la population,,2018,818.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 35 - 39 ans / Masculin,Effectif de la population,,2018,343.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 35 - 39 ans / Féminin,Effectif de la population,,2018,294.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 35 - 39 ans / Total,Effectif de la population,,2018,637.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 40 - 44 ans / Masculin,Effectif de la population,,2018,311.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 40 - 44 ans / Féminin,Effectif de la population,,2018,214.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 40 - 44 ans / Total,Effectif de la population,,2018,525.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 45 - 49 ans / Masculin,Effectif de la population,,2018,248.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 45 - 49 ans / Féminin,Effectif de la population,,2018,243.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 45 - 49 ans / Total,Effectif de la population,,2018,491.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 50  - 54 ans / Masculin,Effectif de la population,,2018,179.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 50  - 54 ans / Féminin,Effectif de la population,,2018,203.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 50  - 54 ans / Total,Effectif de la population,,2018,382.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 55 - 59 ans / Masculin,Effectif de la population,,2018,130.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 55 - 59 ans / Féminin,Effectif de la population,,2018,119.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 55 - 59 ans / Total,Effectif de la population,,2018,249.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 60 - 64 ans / Masculin,Effectif de la population,,2018,114.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 60 - 64 ans / Féminin,Effectif de la population,,2018,121.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 60 - 64 ans / Total,Effectif de la population,,2018,235.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 65 - 69 ans / Masculin,Effectif de la population,,2018,80.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 65 - 69 ans / Féminin,Effectif de la population,,2018,100.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 65 - 69 ans / Total,Effectif de la population,,2018,180.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 70 - 74 ans / Masculin,Effectif de la population,,2018,89.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 70 - 74 ans / Féminin,Effectif de la population,,2018,89.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 70 - 74 ans / Total,Effectif de la population,,2018,178.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 75 - 79 ans / Masculin,Effectif de la population,,2018,47.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 75 - 79 ans / Féminin,Effectif de la population,,2018,38.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 75 - 79 ans / Total,Effectif de la population,,2018,85.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 80 - 84 ans / Masculin,Effectif de la population,,2018,31.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 80 - 84 ans / Féminin,Effectif de la population,,2018,27.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 80 - 84 ans / Total,Effectif de la population,,2018,58.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 85 - 89 ans / Masculin,Effectif de la population,,2018,10.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 85 - 89 ans / Féminin,Effectif de la population,,2018,11.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 85 - 89 ans / Total,Effectif de la population,,2018,21.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 90 - 94 ans / Masculin,Effectif de la population,,2018,4.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 90 - 94 ans / Féminin,Effectif de la population,,2018,5.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 90 - 94 ans / Total,Effectif de la population,,2018,9.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 95 ans et plus / Masculin,Effectif de la population,,2018,5.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 95 ans et plus / Féminin,Effectif de la population,,2018,2.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / 95 ans et plus / Total,Effectif de la population,,2018,7.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / Total_Groupe_Âges / Masculin,Effectif de la population,,2018,6414.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / Total_Groupe_Âges / Féminin,Effectif de la population,,2018,5654.0
Sous-préfecture / Groupe d'âges / Sexe,Samanza / Total_Groupe_Âges / Total,Effectif de la population,,2018,12068.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 0 - 4 ans / Masculin,Effectif de la population,,2018,2022.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 0 - 4 ans / Féminin,Effectif de la population,,2018,1985.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 0 - 4 ans / Total,Effectif de la population,,2018,4007.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 5 - 9 ans / Masculin,Effectif de la population,,2018,2086.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 5 - 9 ans / Féminin,Effectif de la population,,2018,1829.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 5 - 9 ans / Total,Effectif de la population,,2018,3915.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 10 - 14 ans / Masculin,Effectif de la population,,2018,1406.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 10 - 14 ans / Féminin,Effectif de la population,,2018,1073.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 10 - 14 ans / Total,Effectif de la population,,2018,2479.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 15 - 19 ans / Masculin,Effectif de la population,,2018,766.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 15 - 19 ans / Féminin,Effectif de la population,,2018,609.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 15 - 19 ans / Total,Effectif de la population,,2018,1375.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 20 - 24 ans / Masculin,Effectif de la population,,2018,781.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 20 - 24 ans / Féminin,Effectif de la population,,2018,802.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 20 - 24 ans / Total,Effectif de la population,,2018,1583.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 25 - 29 ans / Masculin,Effectif de la population,,2018,69991.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 25 - 29 ans / Féminin,Effectif de la population,,2018,672.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 25 - 29 ans / Total,Effectif de la population,,2018,1363.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 30 - 34 ans / Masculin,Effectif de la population,,2018,582.0
Sous-préfecture / Groupe d'âges / Sexe,Bonguera / 30 - 34 ans / Féminin,Effectif de la population,,2018,687.0
